« L’anarchie est le néant des gouvernements. Les gouvernements, dont nous sommes les pupilles, n'ont naturellement trouvé rien de mieux à faire qu'à nous élever dans la crainte et l'horreur du principe de leur destruction. […]  Ainsi, l'anarchie, qui au point de vue relatif ou monarchique signifie guerre civile, n'est rien de moins, en thèse absolue ou démocratique, que l'expression vraie de l'ordre social.<br>En effet<br>Qui dit anarchie, dit négation du gouvernement<br>Qui dit négation du gouvernement, dit affirmation du peuple;<br>Qui dit affirmation du peuple, dit liberté individuelle;<br>Qui dit liberté individuelle, dit souveraineté de chacun;<br>Qui dit souveraineté de chacun, dit égalité;<br>Qui dit égalité, dit solidarité ou fraternité;<br>Qui dit fraternité, dit ordre social;<br>Donc qui dit anarchie, dit ordre social.<br>Au contraire:<br>Qui dit gouvernement, dit négation du peuple;<br>Qui dit négation du peuple, dit affirmation de l'autorité politique;<br>Qui dit affirmation de l'autorité politique, dit dépendance individuelle;<br>Oui dit dépendance individuelle, dit suprématie de caste;<br>Qui dit suprématie de caste, dit inégalité;<br>Qui dit inégalité, dit antagonisme;<br>Qui dit antagonisme, dit guerre civile;<br>Donc qui dit gouvernement, dit guerre civile.[…]<br>La raison est simple [….].<br>À l'instant même où le gouvernement est fondé, il a ses créatures, et, par suite, ses partisans; et au même moment où il a ses partisans, il a aussi ses adversaires. Or, le germe de la guerre civile est fécondé par ce seul fait, car vous ne pouvez point faire que le gouvernement, investi de la toute puissance, agisse à l'égard de ses adversaires comme à l'égard de ses partisans. Vous ne pouvez point faire que les faveurs dont il dispose soient également réparties entre ses amis et ses ennemis. Vous ne pouvez point faire que ceux-là ne soient choyés, que ceux-ci ne soient persécutés. Vous ne pouvez donc point faire que, de cette inégalité, ne surgisse tôt ou tard un conflit entre le parti des privilégiés et le parti des opprimés. En d'autres termes, un gouvernement étant donné, vous ne pouvez pas éviter la faveur qui fonde le privilège, qui provoque la division, qui crée l'antagonisme, qui détermine la guerre civile.<br>Donc, le gouvernement, c'est la guerre civile.<br>Maintenant […] s'il est démontré qu'en dehors de l'amour ou de la haine qu'on porte au gouvernement, la guerre civile n'a aucune raison d'exister, cela revient à dire qu'il suffit, pour établir la paix, que les citoyens renoncent, d'une part, à être les partisans, et, de l'autre, à être les adversaires du gouvernement. […]<br>Or, si supprimer le gouvernement c'est, d'un côté, établir l'ordre, c'est, d'un autre côté, fonder l'anarchie ; donc, l'ordre et l'anarchie sont parallèle.<br>Donc, l'anarchie c'est l'ordre. »	Anselme Bellegarrigue	<i>L'Anarchie</i>, journal de l'ordre (n°1), Chapitre 1 : “L'anarchie, c'est l'ordre”	Anarchisme	Politique_Liberté	L'anarchie, c'est l'ordre
« À ses débuts, l’Anarchie se présenta comme une simple négation. Négation de l’État et de l’accumulation personnelle du Capital. Négation de toute espèce d’autorité. Négation encore des formes établies de la Société, basées sur l’injustice, l’égoïsme absurde et l’oppression, ainsi que de la morale courante, dérivée du Code romain, adopté et sanctifié par l’Église chrétienne. C’est sur une lutte, engagée contre l’autorité, née au sein même de l’Internationale, que le parti anarchiste se constitua comme parti révolutionnaire distinct.<br>Il est évident que des esprits aussi profonds que Godwin, Proudhon et Bakounine, ne pouvaient se borner à une simple négation. L’affirmation — la conception d’une société libre, sans autorité, marchant à la conquête du bien-être matériel, intellectuel et moral — suivait de près la négation ; elle en faisait la contre-partie. […]<br>« Point d’État », ou « point d’autorité », malgré sa forme négative, avait un sens profond affirmatif dans leurs bouches. C’était un principe philosophique et pratique en même temps, qui signifiait que tout l’ensemble de la vie des sociétés, tout, — depuis les rapports quotidiens entre individus jusqu’aux grands rapports des races par-dessus les Océans, — pouvait et devait être réformé, et serait nécessairement réformé, tôt ou tard, selon les grands principes de l’anarchie — la liberté pleine et entière de l’individu, les groupements naturels et temporaires, la solidarité, passée à l’état d’habitude sociale. »	Kropotkine	<i>Le principe anarchiste</i>	Anarchisme	Politique_Liberté	Le sens de l'anarchie n'est pas seulement celui d'une négation
« L’anarchie et l’anarchisme, ce n’est pas tout à fait la même chose […]. Par “anarchisme”, on peut entendre la philosophie ou l’idéologie des anarchistes, c’est-à-dire leurs théories, leurs concepts, leurs arguments en faveur de l’anarchie. En deux mots, l’anarchisme est à la fois une pensée _négative_, critique, et _positive_, programmatique. De manière critique, l’anarchisme est la négation de toute forme de domination, d’autorité, de hiérarchie, d’inégalité. De manière positive, l’anarchisme propose d’organiser les rapports sociaux et les relations humaines de manière réellement libre, égale et solidaire. […] Par “anarchie”, on entend l’expérience vécue d’une pratique sociale sans chefs ni hiérarchie. Les détracteurs de l’anarchie y voient le chaos, les adeptes parlent plutôt de liberté individuelle et collective, d’égalité et d’entraide. Selon l’expression consacrée, l’anarchie, c’est <br>S’il faut choisir entre la théorie, soit l’anarchisme, et la pratique, soit l’anarchie, cette dernière est la plus importante. D’ailleurs l’anarchisme comme philosophie politique ou idéologie émane de l’expérience politique et sociale de l’anarchie. »	Francis Dupuis-Déri, Thomas Déri	<i>L’anarchie expliquée à mon père</i>	Anarchisme	Politique_Liberté	L'anarchie et l'anarchisme, ce n'est pas tout à fait la même chose 
« <br>« Nous pensons que la politique, nécessairement révolutionnaire, du prolétariat, doit avoir pour objet immédiat et unique la destruction des États. […] Nous ne concevons pas non plus qu’on puisse parler de la liberté du prolétariat ou de la délivrance réelle des masses dans l’État et par l’État. État veut dire domination, et toute domination suppose l’assujettissement des masses et par conséquent leur exploitation au profit d’une minorité gouvernante quelconque. Nous n’admettons pas, même comme transition révolutionnaire, ni les Conventions nationales, ni les Assemblées constituantes, ni les gouvernements provisoires, ni les dictatures soi-disant révolutionnaires ; parce que nous sommes convaincus que la révolution n’est sincère, honnête et réelle que dans les masses, et que, lorsqu’elle se trouve concentrée entre les mains de quelques individus gouvernants, elle devient inévitablement et immédiatement la réaction. […] Les marxiens n’admettent point d’autre émancipation que celle qu’ils attendent de leur État soi-disant populaire […], mais entre les marxiens et nous il y a un abîme. Eux, ils sont les gouvernementaux, nous les anarchistes »	Bakounine	<i>Lettre du 5 octobre 1872</i>	Anarchisme	Politique_Liberté	La politique doit avoir pour objet la destruction des États
« <br>« Ô personnalité humaine ! se peut-il que pendant soixante siècles tu aies croupi dans cette abjection ? Tu te dis sainte et sacrée, et tu n'es que la prostituée, infatigable, gratuite, de tes valets, de tes moines et de tes soudarts. Tu le sais, et tu le souffres ! Être gouverné, c’est être gardé à vue, inspecté, espionné, dirigé, légiféré, réglementé, parqué, endoctriné, prêché, contrôlé, estimé, apprécié, censuré, commandé, par des êtres qui n’ont ni titre, ni la science, ni la vertu… Être gouverné, c’est être à chaque transaction, à chaque mouvement, noté, enregistré, recensé, tarifé, timbré, toisé, coté, cotisé, patenté, licencié, autorisé, admonesté, empêché, réformé, redressé, corrigé. C’est sous prétexte d’utilité publique et au nom de l’intérêt général être mis à contribution, exercé, rançonné, exploité, monopolisé, concussionné, pressuré, mystifié, volé ; puis, à la moindre réclamation, au premier mot de plainte, réprimé, amendé, vilipendé, vexé, traqué, houspillé, assommé, désarmé, garrotté, emprisonné, fusillé, mitraillé, jugé, condamné, déporté, sacrifié, vendu, trahi, et pour comble, joué, berné, outragé, déshonoré. Voilà le gouvernement, voilà sa justice, voilà sa morale ! Et qu’il y a parmi nous des démocrates qui prétendent que le gouvernement a du bon ; des socialistes qui soutiennent, au nom de la liberté, de l’égalité et de la fraternité, cette ignominie ; des prolétaires qui posent leur candidature à la présidence la République ! »	Proudhon	<i>Idée générale de la révolution au XIXe siècle</i> (1851)	Anarchisme	Politique_Liberté_Justice	Voilà le gouvernement, voilà sa justice, voilà sa morale !
« S'il y a une file pour monter dans un autobus bondé, attendez-vous votre tour et évitez-vous de vous frayer un chemin à coups de coude pour passer devant les autres, même en l'absence de la police ?<br>Si vous avez répondu "oui", alors vous avez l'habitude d'agir comme un anarchiste ! Le principe anarchiste le plus fondamental est l'auto-organisation : l'hypothèse que les êtres humains n'ont pas besoin d'être menacés de poursuites pour pouvoir s'entendre raisonnablement entre eux, ou pour se traiter avec dignité et respect. […]<br>Êtes-vous membre d'un club ou d'une équipe sportive ou de tout autre organisme bénévole où les décisions ne sont pas imposées par un dirigeant mais prises sur la base d'un consentement général ?<br>Si vous avez répondu "oui", alors vous appartenez à une organisation qui repose sur des principes anarchistes ! Un autre principe anarchiste de base est l'association volontaire. Il s'agit simplement d'appliquer les principes démocratiques à la vie ordinaire. La seule différence est que les anarchistes croient qu'il devrait être possible d'avoir une société dans laquelle tout pourrait être organisé selon ces principes, tous les groupes fondés sur le libre consentement de leurs membres, et donc, que les organisations _top-down_ de type militaire, comme les armées ou les bureaucraties ou les grandes corporations, fondées sur des chaînes de commandement, ne seraient plus nécessaires. […]<br>Croyez-vous que la plupart des politiciens sont des ordures égoïstes et égocentrés qui ne se soucient pas vraiment de l'intérêt public ? Pensez-vous que nous vivons dans un système économique qui est stupide et injuste ?<br>Si vous avez répondu "oui", alors vous souscrivez à la critique anarchiste de la société actuelle - du moins, dans ses grandes lignes. Les anarchistes croient que le pouvoir corrompt et que ceux qui passent leur vie entière à chercher le pouvoir sont les derniers qui devraient l'avoir. Les anarchistes croient que notre système économique actuel est plus susceptible de récompenser les gens pour leur comportement égoïste et sans scrupules que pour le fait d'être des êtres humains décents et attentionnés. […]<br>Croyez-vous vraiment à ces choses que vous dites à vos enfants (ou que vos parents vous ont dites) ? […]<br>Nous disons toujours aux enfants qu'ils doivent apprendre à partager, à tenir compte des besoins des autres, à s'entraider ; puis nous plongeons dans le monde réel où nous supposons que tout le monde est naturellement égoïste et compétitif. Mais un anarchiste ferait remarquer : en fait, ce que nous disons à nos enfants est juste. Presque toutes les grandes réalisations de l'histoire de l'humanité, toutes les découvertes ou réalisations qui ont amélioré nos vies, ont été fondées sur la coopération et l'aide mutuelle ; même aujourd'hui, la plupart d'entre nous dépensons plus d'argent pour nos amis et nos familles que pour nous-mêmes ; même s'il est probable qu'il y aura toujours des gens dans le monde qui ont l'esprit de compétition, il n'y a aucune raison pour que la société soit fondée sur l'encouragement d'un tel comportement, et encore moins sur la compétition pour les besoins fondamentaux de la vie. Cela ne sert que les intérêts des gens au pouvoir, qui veulent que nous vivions dans la peur les uns des autres. C'est pourquoi les anarchistes appellent à une société fondée non seulement sur la libre association mais aussi sur l'entraide. […]<br>Maintenant, vous pourriez objecter que tout cela est bien beau comme mode de fonctionnement pour de petits groupes de personnes qui peuvent s'entendre entre eux, mais gérer une ville, ou un pays, est une toute autre affaire. Et bien sûr, il y a quelque chose de cela. Même si vous décentralisez la société et mettez autant de pouvoir que possible entre les mains de petites communautés, il y aura encore beaucoup de choses qui devront être coordonnées, depuis la gestion des chemins de fer jusqu'aux décisions sur les orientations de la recherche médicale. Mais ce n'est pas parce que quelque chose est compliqué qu'il n'y a pas moyen de le faire de façon démocratique. Ce serait tout simplement compliqué. [...] La dernière chose que nous voudrions, ce serait d'imposer des modèles préfabriqués à la société, de toute façon. La vérité est que nous ne pouvons probablement même pas imaginer la moitié des problèmes qui surgiront lorsque nous essaierons de créer une société démocratique ; néanmoins, nous sommes convaincus que, l'ingéniosité humaine étant ce qu'elle est, de tels problèmes peuvent toujours être résolus, tant que cela se fait dans l'esprit de nos principes de base - qui sont, en dernière analyse, simplement les principes de la décence humaine fondamentale. »	David Graeber	“Are You An Anarchist? The Answer May Surprise You!“	Anarchisme	Politique_Liberté	Êtes-vous un anarchiste ?
« ANARCHISME, nom donné à un principe ou une théorie de la vie et de la conduite selon lesquels la société est conçue sans gouvernement (du grec : sans autorité), — l’harmonie d’une telle société étant obtenue non par la soumission à la loi ou par l’obéissance à une quelconque autorité, mais par de libres accords conclus entre des groupes nombreux et variés, à base territoriale ou professionnelle, constitués librement pour les besoins de la production et de la consommation, aussi bien que pour satisfaire la variété infinie des besoins et des aspirations d’un être civilisé. Dans une société de ce type, les associations volontaires qui commencent à couvrir tous les champs de l’activité humaine prendraient une extension encore plus grande — pour en arriver à se substituer à l’Etat dans toutes ses fonctions. Elles représenteraient un réseau serré, composé d’une infinie variété de groupes et de fédérations de toutes tailles et degrés, locales, régionales, nationales et internationales — temporaires ou plus moins permanentes — pour tous les buts possibles : production, consommation et échange, communications, organisations sanitaires, éducation, protection mutuelle, défense du territoire, etc. ; et, d’un autre côté, pour la satisfaction d’un nombre sans cesse croissant de besoins scientifiques, artistiques, littéraires et sociaux. En outre une telle société n’aurait rien d’immuable. Au contraire — comme on le voit bien dans la vie organique — l’harmonie résulterait de l’ajustement et du réajustement toujours modifié de l’équilibre entre la multitude de forces et d’influences, et cet ajustement serait plus facile à obtenir puisqu’aucune de ces forces ne jouirait d’une protection spéciale de la part de l’Etat. Si la société était organisée selon ces principes, l’homme ne serait pas limité dans le libre exercice de sa force de travail par un monopole capitaliste, maintenu par l’Etat ; il ne serait pas non plus limité dans l’exercice de sa volonté par la crainte d’une punition, ou par l’obéissance à des entités individuelles ou métaphysiques, qui toutes deux mènent à la destruction de l’initiative et à la servilité de l’esprit. Il serait guidé dans ses actions par son propre jugement qui recevrait forcément l’influence d’action et de réaction libres entre lui-même et les conceptions étiques de son entourage. L’homme serait ainsi capable d’obtenir le développement complet de toutes ses facultés, intellectuelles, artistiques et morales, sans être entravé par le surcroît de travail que lui imposent les monopolistes capitalistes par la servilité d’esprit du grand nombre. Il pourrait ainsi atteindre sa totale individualisation, ce qui est impossible aussi bien dans le système moderne de l’individualisme que dans n’importe quel système de socialisme d’Etat ou soi-disant Volkstaat (Etat populaire).<br>Les auteurs anarchistes considèrent, en outre, que leur conception n’est pas une utopie construite sur une méthode a priori après avoir pris quelques désirs comme postulats. Ils maintiennent qu’elle dérive d’une analyse de tendances déjà existantes, même si le socialisme d’Etat trouve temporairement faveur auprès des réformistes. Le progrès des techniques modernes, qui simplifie considérablement la production de tous les biens nécessaires à la vie ; l’esprit grandissant d’indépendance ; et la progression rapide de la libre initiative et du libre jugement dans toutes les branches de l’activité — y compris celles qui étaient autrefois considérées comme étant du domaine propre de l’Eglise et de l’Etat — renforcent fortement la tendance de suppression des « gouvernements ». »	Kropotkine	« Anarchism », <i>The Encyclopaedia Britannica</i>, 1910.	Anarchisme	Politique_Liberté	Définition de l'anarchisme
« L’anarchie n’est point une théorie nouvelle. Le mot lui-même pris dans son acception <br>D’ailleurs qu’importent les mots ? Il y eut des « acrates » avant les anarchistes, et les acrates n’avaient pas encore imaginé leur nom de formation savante que d’innombrables générations s’étaient succédé. De tout temps il y eut des hommes libres, des contempteurs de la loi, des hommes vivant sans maître de par le droit primordial de leur existence et de leur pensée. Même aux premiers âges nous retrouvons partout des tribus composés d’hommes se gérant à leur guise, sans loi imposée, n’ayant d’autre règle de conduite que leur « vouloir et franc arbitre », pour parler avec Rabelais […].<br>Mais si l’anarchie est aussi ancienne que l’humanité, du moins ceux qui la représentent apportent-ils quelque chose de nouveau dans le monde. Ils ont la conscience précise du but poursuivi et, d’une extrémité de la Terre à l’autre, s’accordent dans leur idéal pour repousser toute forme de gouvernement. Le rêve de liberté mondiale a cessé d’être une pure utopie philosophique et littéraire, comme il l’était pour les fondateurs des cités du Soleil ou de Jérusalem nouvelles ; il est devenu le but pratique, activement recherché par des multitudes d’hommes unis, qui collaborent résolument à la naissance d’une société dans laquelle il n’y aurait plus de maîtres, plus de conservateurs officiels de la morale publique, plus de geôliers ni de bourreaux, plus de riches ni de pauvres, mais des frères ayant tous leur part quotidienne de pain, des égaux en droit, et se maintenant en paix et en cordiale union, non par l’obéissance à des lois, qu’accompagnent toujours des menaces redoutables, mais par le respect mutuel des intérêts et l’observation scientifique des lois naturelles. […]<br>La conquête du pouvoir fut presque toujours la grande préoccupation des révolutionnaires, mêmes des plus intentionnés. L’éducation reçue ne leur permettrait pas de s’imaginer une société libre fonctionnant sans gouvernement régulier, et, dès qu’ils avaient renversé des maîtres haïs, ils s’empressaient de les remplacer par d’autres maîtres, destinés selon la formule consacrée, à « faire le bonheur de leur peuple ». […]<br>Contre cet instinct, l’anarchie représente vraiment un esprit nouveau. […] Les anarchistes professent en s’appuyant sur l’observation, que l’État et tout ce qui s’y rattache n’est pas une pure entité ou bien quelque formule philosophique, mais un ensemble d’individus placés dans un milieu spécial et en subissant l’influence. Ceux-ci élevés en dignité, en pouvoir, en traitement au-dessus de leurs concitoyens, sont par cela même forcés, pour ainsi dire, de se croire supérieurs aux gens du commun, et cependant les tentations de toute sorte qui les assiègent les font choir presque fatalement au-dessous du niveau général.<br>C’est là ce que nous répétons sans cesse à nos frères, — parfois des frères ennemis — les socialistes d’État : « Prenez garde à vos chefs et mandataires ! Comme vous, certainement, ils sont animés des plus pures intentions ; ils veulent ardemment la suppression de la propriété privée et de l’État tyrannique ; mais les relations, les conditions nouvelles les modifient peu à peu ; leur morale change avec leurs intérêts, et, se croyant toujours fidèles à la cause de leurs mandants, ils deviennent forcément infidèles. Eux aussi, détenteurs du pouvoir, devront se servir des instruments du pouvoir : armée, moralistes, magistrats, policiers et mouchards. » […]<br>Ainsi les anarchistes ont à cet égard les principes les plus arrêtés : d’après eux, la conquête du pouvoir ne peut servir qu’à en prolonger la durée avec celle de l’esclavage correspondant. Ce n’est donc pas sans raison que le nom d’ « anarchistes » qui, après tout, n’a qu’une signification négative, reste celui par lequel nous sommes universellement désignés. On pourrait nous dire « libertaires », ainsi que plusieurs d’entre nous se qualifient volontiers, ou bien « harmonistes » à cause de l’accord libre des vouloirs qui, d’après nous, constituera la société future ; mais ces appellations ne nous différencient pas assez des socialistes. C’est bien la lutte contre tout pouvoir officiel qui nous distingue essentiellement ; chaque individualité nous paraît être le centre de l’univers, et chacune a les mêmes droits à son développement intégral, sans intervention d’un pouvoir qui la dirige, la morigène ou la châtie. »	Élisée Reclus	<i>L'anarchie</i>	Anarchisme	Politique_Liberté	L'anarchie n'est point une théorie nouvelle
« <br>« Ici je me permettrais de vous narrer un souvenir personnel. Nous voguions sur un de ces bateaux modernes qui fendent les flots superbement avec la vitesse de quinze à vingt nœuds à l’heure, et qui tracent une ligne droite de continent à continent malgré vent et marée. L’air était calme, le soir était doux et les étoiles s’allumaient une à une dans le ciel noir. On causait à la dunette, et de quoi pouvait-on causer si ce n’est de cette éternelle question sociale, qui nous étreint, qui nous saisit à la gorge comme la sphinge d’Œdipe. Le réactionnaire du groupe était pressé par ses interlocuteurs, tous plus ou moins socialistes. Il se retourna soudain vers le capitaine, le chef, le maître, espérant trouver en lui un défenseur-né des bons principes : « Vous commandez ici ! Votre pouvoir n’est-il pas sacré, que deviendrait le navire s’il n’était dirigé par votre volonté constante ? » — « Homme naïf que vous êtes, répondit le capitaine. Entre nous, je puis vous dire que d’ordinaire je ne sers absolument à rien. L’homme à la barre maintient le navire dans sa ligne droite, dans quelques minutes un autre pilote lui succédera, puis d’autres encore, et nous suivrons régulièrement, sans mon intervention, la route accoutumée. En bas les chauffeurs et les mécaniciens travaillent sans mon aide, sans mon avis, et mieux que si je m’ingérais à leur donner conseil. Et tous ces gabiers, ces matelots savent aussi quelle besogne ils ont à faire, et, à l’occasion je n’ai qu’à faire concorder ma petite part de travail avec la leur, plus pénible quoique moins rétribuée que la mienne. Sans doute, je suis censé guider le navire. Mais ne croyez-vous pas que c’est là une simple fiction ? Les cartes sont là et ce n’est pas moi qui les ai dressées. La boussole nous dirige et ce n’est pas moi qui l’inventai. On a creusé pour nous le chenal du port d’où nous venons et celui du port dans lequel nous entrerons. Et le navire superbe, se plaignant à peine dans ses membrures sous la pression des vagues, se balançant avec majesté dans la houle, cinglant puissamment sous la vapeur, ce n’est pas moi qui l’ai construit. Que suis-je ici en présence des grands morts, des inventeurs et des savants, nos devanciers, qui nous apprirent à traverser les mers ? Nous sommes tous leurs associés, nous, et les matelots mes camarades, et vous aussi les passagers, car c’est pour vous que nous chevauchons les vagues, et en cas de péril, nous comptons sur vous pour nous aider fraternellement. Notre œuvre est commune, et nous sommes solidaires les uns des autres ! » Tous se turent et je recueillis précieusement dans le trésor de ma mémoire les paroles de ce capitaine comme on n’en voit guère. »	Élisée Reclus	<i>L'anarchie</i>	Anarchisme	Politique_Liberté_Justice	L'exemple du navire
« Il n’est point vrai que la liberté d’un homme soit limitée par celle de tous les autres. L’homme n’est réellement libre qu’autant que sa liberté, librement reconnue et représentée comme par un miroir par la conscience libre de tous les autres, trouve la confirmation de son extension à l’infini dans leur liberté. L’homme n’est vraiment libre que parmi les autres hommes également libres […]. La liberté de chacun n’est donc réalisable que dans l’égalité de tous. La réalisation de la liberté dans l’égalité du droit et du fait est la justice. Il n’existe qu’un seul dogme, qu’une seule loi, qu’une seule base morale pour les hommes, c’est la liberté. […] La société humaine […] doit se reconstituer aujourd’hui sur la base de la liberté, qui doit devenir désormais le seul principe constitutif de son organisation politique aussi bien qu’économique. L’ordre dans la société doit être la résultante du plus grand développement possible de toutes les libertés locales, collectives et individuelles. L’organisation politique et économique de la vie sociale doit partir, par conséquent, non plus comme aujourd’hui de haut en bas et du centre à la circonférence par principe d’unité et de centralisation forcées, mais de bas en haut et de la circonférence au centre, par principe d’association et de fédération libres.<br>Il est impossible de déterminer une norme concrète, universelle et obligatoire pour le développement ultérieur et pour l’organisation politique des nations ; l’existence de chacune étant subordonnée à une foule de conditions historiques, géographiques, économiques différentes et qui ne permettront jamais d’établir un modèle d’organisation, également bon et acceptable pour toutes. Une telle entreprise, absolument dénuée d’utilité pratique, porterait d’ailleurs atteinte à la richesse et à la spontanéité de la vie qui se plaît dans la diversité infinie et, ce qui plus est, serait contraire au principe même de la liberté. Pourtant il est des conditions essentielles, absolues en dehors desquelles la réalisation pratique et l’organisation de la liberté seront toujours impossibles. Ces conditions sont : L’abolition radicale de toute religion officielle et de toute Église privilégiée ou seulement protégée, payée et entretenue par l’État. Liberté absolue de conscience et de propagande pour chacun, avec la faculté illimitée d’élever autant de temples qu’il plaira à chacun, à ses dieux, quels qu’ils fussent, et de payer, d’entretenir les prêtres de sa religion. […] Abolition des classes, des rangs, des privilèges et de toutes sortes de distinctions. Égalité absolue des droits politiques pour tous, hommes et femmes […]. Abolition, dissolution et banqueroute morale, politique, judiciaire, bureaucratique et financière de l’État tutélaire, transcendant, centraliste, doublure et alter ego de l’Église, et comme telle, cause permanente d’appauvrissement, d’abrutissement et d’asservissement pour les peuples. […] Réorganisation intérieure de chaque pays en prenant pour point de départ et pour base la liberté absolue des individus, des associations productives et des communes. »	Bakounine	<i>Catéchisme révolutionnaire</i>	Anarchisme	Politique_Liberté	La société humaine doit se reconstituer sur la base de la liberté
